counter,Session.ID,FailingMethod,Question.ID,Answer.duration_seconds,Answer.timestamp,Answer.confidence,Answer.difficulty,TP,TN,FN,FP,Answer.option,Answer.order,Answer.explanation,Code.LOC,Code.complexity,Worker.ID,Worker.score,Worker.profession,Worker.yearsOfExperience,Worker.age,Worker.gender,Worker.whereLearnedToCode,Worker.country,Worker.programmingLanguage
248,402GE-6C2C-7-50,HIT01_8,4,141.524,Tue 2015 Jul 07 12:02:54.86,5,1,1,0,0,0,YES,2,You are passing it a negative offset value (-15) and the conditionals are set to reject any offset that is less than 0 or greater than 59 and throw a new exception.,3,2,656AI5G0i-32-5,4,Undergraduate_Student,4,20,Male,University;Web,USA,Java; PHP; HTML
249,398iE-2e-2g2-6-6,HIT01_8,4,233.341,Tue 2015 Jul 07 13:23:10.34,4,3,1,0,0,0,YES,2,the code is incomplete. it properly checks for greater than 59 but neglects to take into account if the hours are negative before rejecting minutes for being negative. it would be more correct though not completely to check for less than -59 instead of less than 0,3,2,452Ig6c-9G-502:768Ga1I8G-27-2:69eC6i-8G00-4,4,Hobbyist,35,59,Male,University;Web;Other self study,USA,Euphoria
250,438eC5I4G-62-8,HIT01_8,4,137.595,Tue 2015 Jul 07 15:31:10.26,3,5,0,0,1,0,NO,1,It will return the offset,3,2,40Ge-1c-3I-31-7,4,Professional_Developer,3,23,Male,University,India,HTML
251,434iA-9i6C-337,HIT01_8,4,40.701,Thu 2015 Jul 09 03:18:50.70,0,5,0,0,0,0,IDK,1,am not good in thus questanaire,3,2,1338Ag-4A7i-4-85,3,Graduate_Student,2,26,Male,University;Web,USA,java
252,430AC4g-3a-3-7-8,HIT01_8,4,271.58,Fri 2015 Jul 10 12:33:19.95,5,1,1,0,0,0,YES,1,"Line 279 written as ""minutesOffset < 0"" makes it clear it's the one throwing the Exception; as the -15 in the minutes spot is clearly less than 0.",3,2,1456eI-3g8a-22-2:488gG-7E2G-8-68,4,Other,2.5,24,Male,High School;Other Training classes,United States,Do not currently use
253,426Ig-1e7i56-9,HIT01_8,4,138.806,Fri 2015 Jul 10 12:35:28.63,5,1,1,0,0,0,YES,1,this cause assumes all negative minutes are bad. from the comment; negative minutes are ok when the hours are negative too. the comments specifically say its bad when the mins are negative but the hours are positive. there is a line break in the middle of that part of the comment which could lead a programmer to miss half of the info.,3,2,1471CA8i0C-225,5,Other,15,39,Female,University,US,Python
254,422Gg1i4g727,HIT01_8,4,155.351,Fri 2015 Jul 10 13:00:10.24,5,3,1,0,0,0,YES,1,"Yes ; this conditional clause is exactly the place from where the exception is thrown ; because it is not in valid range of ""minutes""",3,2,1504ic8g0I130:312cI-5a9I-1-82:10eG-8i5a-618,5,Professional_Developer,8,33,Male,Web,India,C#
255,418Ai0a7g-212,HIT01_8,4,32.826,Fri 2015 Jul 10 13:13:46.17,4,3,1,0,0,0,YES,1,It's because of second line negative value.,3,2,1520Ea3c0E3-65:9AI0g4a-386,5,Graduate_Student,3,24,Male,University;Web,India,Java
256,414Ac3a-1a-6-2-5,HIT01_8,4,50.738,Fri 2015 Jul 10 13:22:39.80,5,1,1,0,0,0,YES,1,This conditional will reject any negative minute input; even if the hour input is also negative.,3,2,172Cg2C7i-8-1-4,3,Graduate_Student,6,33,Female,High School;University;Other work,US,Java
257,410Ac-6A7C2-8-3,HIT01_8,4,35.532,Fri 2015 Jul 10 13:31:14.36,5,1,1,0,0,0,YES,1,This is the argument exception thrown.,3,2,15GG-1G-6I44-8:1540CE2g-7G26-4,5,Professional_Developer,10,32,Male,University;Web,USA,php
258,402GE-6C2C-7-50,HIT01_8,4,39.864,Fri 2015 Jul 10 14:26:17.86,5,1,1,0,0,0,YES,1,-15 is less then 0; so it throws IllegalArgumentException,3,2,1569GA-9C0a903,5,Professional_Developer,7,28,Male,University,USA,visual foxpro
259,406Ac-8e-9C-894,HIT01_8,4,644.626,Fri 2015 Jul 10 14:27:19.10,5,2,1,0,0,0,YES,1,Value passed in minutes -15;where as it checks (<0 | >53).,3,2,1558IC6A2G07-8,3,Professional_Developer,7,35,Male,University;Other private institute,INDIA,Java
260,398iE-2e-2g2-6-6,HIT01_8,4,542.43,Fri 2015 Jul 10 14:45:28.89,5,4,0,0,1,0,NO,1,DateTimeZone.forOffsetHoursMinutes(-2; -15) is an invalid argument so it will directly throw an exception. Hence there is no issue between the conditional statement.,3,2,1566Gg-1I7G-1-4-3,4,Professional_Developer,2,24,Male,University,canada,java; plsql
261,438eC5I4G-62-8,HIT01_8,0,90.984,Tue 2015 Jul 07 08:49:16.38,4,2,0,1,0,0,NO,3,hoursOffset accepts negative numbers between -23 and 23. Which is what is stated it should accept.,1,1,832cg-7G1i-462:73eI-8E-2g-985,5,Undergraduate_Student,7,21,Male,High School,United States,Java; C++; C#
262,434iA-9i6C-337,HIT01_8,0,133.711,Tue 2015 Jul 07 09:02:14.88,5,1,0,1,0,0,NO,3,the conditional clause is correct for the given range of -23 to +23,1,1,98ce7A-4i-507,4,Undergraduate_Student,10,25,Female,High School;University;Web,United States,c#
263,430AC4g-3a-3-7-8,HIT01_8,0,77.696,Tue 2015 Jul 07 09:10:01.33,5,2,0,1,0,0,NO,3,The argument -2 is within the range (-23;23); and therefore the if statement condition on line 276 will fail; causing the program to move to the next if statement.,1,1,881AC0I2E-625:135cI3E-7e8-86,5,Professional_Developer,7,24,Male,High School;University;Web,United States,C++;Java;PHP
264,418Ai0a7g-212,HIT01_8,0,46.644,Tue 2015 Jul 07 09:54:14.13,1,1,0,1,0,0,NO,3,The exception is in no way related to the hoursOffset parameter.,1,1,270eG-5c6A3-46:65eI-2i-2I-9-36,5,Professional_Developer,20,38,Male,High School;University;Other On the job,USA,C#
265,414Ac3a-1a-6-2-5,HIT01_8,0,215.416,Tue 2015 Jul 07 10:06:11.01,5,5,0,1,0,0,NO,3,The issue cannot be with hoursOffset since the failure indicated that the minutes were out of range.,1,1,844Cg1g5e1-17:255ei-8G8E85-8,3,Undergraduate_Student,5,19,Male,High School;University;Web,United States,C++; Java
266,410Ac-6A7C2-8-3,HIT01_8,0,126.945,Tue 2015 Jul 07 10:31:58.23,5,1,0,1,0,0,NO,3,The failure speaks of Minutes out of range; and this message is only produced when line 279 is checked for minutesOffset. hoursOffset hasn't anything to do with that.,1,1,59gA3i5E2-7-9:249IE-2a8E-92-1,5,Graduate_Student,12,40,Male,University;Web,Colombia,C++
267,402GE-6C2C-7-50,HIT01_8,0,113.62,Tue 2015 Jul 07 12:04:48.48,4,2,0,1,0,0,NO,3,The usage and declaration of hoursOffset seems to be correct; both in exception handling and in translation to hoursInMinutes,1,1,656AI5G0i-32-5,4,Undergraduate_Student,4,20,Male,University;Web,USA,Java; PHP; HTML
268,398iE-2e-2g2-6-6,HIT01_8,0,981.882,Tue 2015 Jul 07 13:39:32.22,4,4,0,1,0,0,NO,3,lack of a proper source viewer editor leaves doubt that I haven't missed something; but I see nothing that calls this method for this part of the question. nothing improper seems to be going on there. everything is int as well as expected return value. it appears to be a shorthand way of getting a timezone with zero minutes offset,1,1,452Ig6c-9G-502:768Ga1I8G-27-2:69eC6i-8G00-4,4,Hobbyist,35,59,Male,University;Web;Other self study,USA,Euphoria
269,438eC5I4G-62-8,HIT01_8,0,26.997,Tue 2015 Jul 07 15:31:37.26,0,4,0,0,0,0,IDK,2,I dont know,1,1,40Ge-1c-3I-31-7,4,Professional_Developer,3,23,Male,University,India,HTML
270,434iA-9i6C-337,HIT01_8,0,17.746,Thu 2015 Jul 09 03:19:08.44,0,4,0,0,0,0,IDK,2,it is tough,1,1,1338Ag-4A7i-4-85,3,Graduate_Student,2,26,Male,University;Web,USA,java
271,430AC4g-3a-3-7-8,HIT01_8,0,135.377,Fri 2015 Jul 10 12:35:35.33,5,1,0,1,0,0,NO,2,"The issue has nothing to do with the hours; otherwise it would be lines 276-278 throwing the Exception with ""Hours out of range:-2.""  The issue is from lines 279-281.",1,1,1456eI-3g8a-22-2:488gG-7E2G-8-68,4,Other,2.5,24,Male,High School;Other Training classes,United States,Do not currently use
272,426Ig-1e7i56-9,HIT01_8,0,47.727,Fri 2015 Jul 10 12:36:16.35,5,1,0,1,0,0,NO,2,its an integer value from -59 to 59. int seems very appropriate.,1,1,1471CA8i0C-225,5,Other,15,39,Female,University,US,Python
273,422Gg1i4g727,HIT01_8,0,72.472,Fri 2015 Jul 10 13:01:22.71,5,3,0,1,0,0,NO,2,Hour offset is a valid input but it is not related to the exception.,1,1,1504ic8g0I130:312cI-5a9I-1-82:10eG-8i5a-618,5,Professional_Developer,8,33,Male,Web,India,C#
274,418Ai0a7g-212,HIT01_8,0,28.429,Fri 2015 Jul 10 13:14:14.60,4,3,0,0,0,1,YES,2,The time should not be negative value ,1,1,1520Ea3c0E3-65:9AI0g4a-386,5,Graduate_Student,3,24,Male,University;Web,India,Java
275,414Ac3a-1a-6-2-5,HIT01_8,0,75.028,Fri 2015 Jul 10 13:23:54.83,5,1,0,1,0,0,NO,2,The issue is with the conditional on line 279; which does not involve the hoursOffset variable.,1,1,172Cg2C7i-8-1-4,3,Graduate_Student,6,33,Female,High School;University;Other work,US,Java
276,410Ac-6A7C2-8-3,HIT01_8,0,21.393,Fri 2015 Jul 10 13:31:35.75,5,5,0,1,0,0,NO,2,int can be positive or negative; no error,1,1,15GG-1G-6I44-8:1540CE2g-7G26-4,5,Professional_Developer,10,32,Male,University;Web,USA,php
277,402GE-6C2C-7-50,HIT01_8,0,59.363,Fri 2015 Jul 10 14:27:17.22,3,2,0,1,0,0,NO,2,the problem is with the minute variable not the hour,1,1,1569GA-9C0a903,5,Professional_Developer,7,28,Male,University,USA,visual foxpro
278,406Ac-8e-9C-894,HIT01_8,0,235.788,Fri 2015 Jul 10 14:31:14.89,5,2,0,1,0,0,NO,2,If issue is in hoursOffset;we will be getting Exception as a java.lang.IlleagalArgumentException Hours out of range:-2,1,1,1558IC6A2G07-8,3,Professional_Developer,7,35,Male,University;Other private institute,INDIA,Java
279,394gE-8e2c0-20,HIT01_8,0,24.864,Fri 2015 Jul 10 14:46:55.44,5,1,0,1,0,0,NO,1,This variable definition is perfectly fine.,1,1,1593eE-3a2g273,5,Undergraduate_Student,8,20,Male,High School;University;Web,United States,Java; C#
280,398iE-2e-2g2-6-6,HIT01_8,0,236.919,Fri 2015 Jul 10 14:49:25.81,5,3,0,0,0,1,YES,2,The value of hoursoffset variable is lying in an invalid argument zone. hence the conditional statements inside this method will not be invoked and an exception of Invalid Argument will be shown to the user.,1,1,1566Gg-1I7G-1-4-3,4,Professional_Developer,2,24,Male,University,canada,java; plsql
281,229Ai0A-8I-240,HIT03_6,18,151.136,Tue 2015 Jul 07 09:12:50.86,5,1,0,1,0,0,NO,1,This line cannot throw the exception referenced.,3,1,23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,4,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
282,223GE-9I-6a92-9,HIT03_6,18,146.933,Tue 2015 Jul 07 09:22:14.13,3,4,0,0,0,1,YES,1,The string is  long,3,1,185ci-3a-7c2-76,3,Professional_Developer,9,33,Female,University,india,PHP
283,217Ai-7G4i-354,HIT03_6,18,216.79,Tue 2015 Jul 07 09:38:28.54,5,1,0,1,0,0,NO,1,This section of code throws an IllegalArgumentException if the writer is null not a StringIndexOutOfBoundsException.,3,1,33ac-3i3I5-8-3:72ag4C-7e4-1-9,5,Hobbyist,13,39,Male,Web,United States of America,Python; Elixir
284,211aC9G-4a20-4,HIT03_6,18,384.67,Tue 2015 Jul 07 09:45:49.69,3,4,0,0,0,1,YES,1,"I think you should use a throw and catch blocs instead of ""throws;"" because I do not see anywhere that the code actually deals with faulty input. ",3,1,262IG-2i-1e-860,5,Undergraduate_Student,1,24,Female,University,USA,Java
285,205AE-3A6G7-13,HIT03_6,18,441.698,Tue 2015 Jul 07 09:58:26.67,5,2,0,1,0,0,NO,1,Those lines are for handling null exceptions. If you input something; there is no null to be handled. ,3,1,300eA0A3G951,3,Professional_Developer,20,41,Male,High School;University;Web,USA,PHP; Perl
286,199eg3C-2i94-7,HIT03_6,18,411.175,Tue 2015 Jul 07 10:09:04.81,5,2,0,1,0,0,NO,1,"There is nothing significant in these lines of code except null check ""out of range"" exceptions typically comes when arrays or index are involved.",3,1,1504ic8g0I130:312cI-5a9I-1-82:10eG-8i5a-618,5,Professional_Developer,8,33,Male,Web,India,C#
287,193cA-2I0e-2-52,HIT03_6,18,81.686,Tue 2015 Jul 07 10:26:44.15,0,5,0,0,0,0,IDK,1,I don't know what the test does,3,1,406cI-5A0g-91-1,3,Graduate_Student,1,33,Male,Web,Romania,Swift
288,193cA-2I0e-2-52,HIT03_6,18,358.683,Tue 2015 Jul 07 10:34:01.49,0,4,0,0,0,0,IDK,1,don't know about escapeCsv,3,1,398Ca1e4I7-8-4,5,Professional_Developer,5,26,Male,University,india,java
289,187IA-4i-9g0-3-1,HIT03_6,18,154.417,Tue 2015 Jul 07 11:07:46.24,4,4,0,1,0,0,NO,1,Function is not called there.,3,1,494gg-5i2I0-76,5,Graduate_Student,1,26,Male,Web,United States,C++
290,181eE8C3c98-9,HIT03_6,18,266.89,Tue 2015 Jul 07 11:48:30.09,2,5,0,1,0,0,NO,1,The clause does not seem to be related to this failure. The failure is a string index out of bounds; but the clause seems completely unrelated.,3,1,85EG-9G-9A73-8,3,Other,0,38,Female,Other na,USA,None
291,175II-8E-2G971,HIT03_6,18,153.794,Tue 2015 Jul 07 11:58:28.57,3,4,0,0,0,1,YES,1,String out of bound,3,1,638ic-5a-8a06-2,3,Hobbyist,3,28,Male,University;Other Through work,United States,VBA
292,169aE4I3A020,HIT03_6,18,749.545,Tue 2015 Jul 07 13:31:55.79,5,5,0,0,0,1,YES,1,number of arguments did not match from calling method to called methods i.e line 85 have 3 args where as 75 line accepts only 2 args ; Need to overload method translate having 2 params,3,1,519CE-1a-8G700:117Ec-7c4a-50-9:93Ce-7c-8i-69-4,5,Professional_Developer,4,29,Female,University,USA,java;c
293,163eE-5c6C-8-21,HIT03_6,18,646.332,Tue 2015 Jul 07 14:15:30.61,5,2,0,1,0,0,NO,1,"With the method escapeCsv on StringEscapeUtils: If the value contains a comma; newline or double quote; then the String value is returned enclosed in double quotes. Any double quote characters in the value are escaped with another double quote. If the value does not contain a comma; newline or double quote; then the String value is returned unchanged.   We are doing assertEquals(""\uD83D\uDE30""; StringEscapeUtils.escapeCsv(""\uD83D\uDE30"")); the value returned by the escapeCsv method can be different from the original value in case the value contains a comma; newline or double quote; then the String value is returned enclosed in double quotes. Any double quote characters in the value are escaped with another double quote.  ",3,1,11IC-3a0E1-10:322iA-8I0A31-6:671Ca6c4e-5-9-9,4,Professional_Developer,20,45,Male,University,US,Java; JEE
294,229Ai0A-8I-240,HIT03_6,18,2572.457,Tue 2015 Jul 07 16:10:36.65,2,4,0,1,0,0,NO,1,This StringIndexOutOfBoundsException error is thrown when an index is either negative; greater; or sometimes less than the size of the string. This seems to involve the CharSequence input variable. Lines 76 and 78 do not reflect this; they point to an IOException error if the Writer out variable is null.,3,1,78cA-9e4a2-6-7,5,Hobbyist,1,30,Female,University,united states,none
295,223GE-9I-6a92-9,HIT03_6,18,227.078,Tue 2015 Jul 07 17:15:11.05,4,2,0,1,0,0,NO,1,I don't see any problem with the syntax.,3,1,75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5,4,Professional_Developer,9,33,Female,University,india,PHP
296,217Ai-7G4i-354,HIT03_6,18,51.357,Wed 2015 Jul 08 05:04:25.77,5,5,0,0,0,1,YES,1,yes,3,1,770Ce-7G-7e721,4,Hobbyist,1,26,Male,Web,INDIA,ASP.NET
297,211aC9G-4a20-4,HIT03_6,18,221.378,Wed 2015 Jul 08 07:21:37.58,5,4,0,1,0,0,NO,1,There is no issue regarding the clause it is accurate and syntax and everything is correct.,3,1,813AE9c-9a-61-1,3,Graduate_Student,6,23,Male,University;Web,India,java; php; asp.net
298,205AE-3A6G7-13,HIT03_6,18,879.711,Wed 2015 Jul 08 10:54:04.34,4,4,0,0,0,1,YES,1,I don't understand why there is final void here...  It's three completely different things:    public means that the method is visible and can be called from other objects of other types. Other alternatives are private; protected; package and package-private. See here for more details.    static means that the method is associated with the class; not a specific instance (object) of that class. This means that you can call a static method without creating an object of the class.    void means that the method has no return value. If the method returned an int you would write int instead of void.    The combination of all three of these is most commonly seen on the main method which most tutorials will include.  ,3,1,892CA6a-8c802:759GA-8a-5a-285,4,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
299,199eg3C-2i94-7,HIT03_6,18,167.881,Wed 2015 Jul 08 13:37:50.58,5,1,0,1,0,0,NO,1,the code is throwing an StringIndexOutOfBoundsException; and not an illegal argument exception,3,1,1033Ae4A5G2-3-4,5,Professional_Developer,25,42,Male,High School;University;Web,United States of America,c#; c++
300,187IA-4i-9g0-3-1,HIT03_6,18,188.914,Fri 2015 Jul 10 14:24:00.74,4,3,0,1,0,0,NO,1,Everything seems syntactically correct and makes sense. ,3,1,1553ce3G-9A-4-3-9,4,Hobbyist,2,24,Male,University;Web,USA,javascript; go
301,230EA-4E-3E0-21,HIT03_6,17,196.761,Tue 2015 Jul 07 09:12:58.32,3,2,0,1,0,0,NO,1,You have to pass a Writer in the arguments for translate; which is than checked to make sure it is not null. If it was not passed correctly it should throw an exception. It is used correctly in the out. Write can take an array of chars; which it is.,1,1,832cg-7G1i-462:73eI-8E-2g-985,5,Undergraduate_Student,7,21,Male,High School,United States,Java; C++; C#
302,218iC1C0I-8-81,HIT03_6,17,115.574,Tue 2015 Jul 07 09:35:08.91,3,4,0,1,0,0,NO,1, there is not an issue,1,1,248aG-4a-2E723,3,Professional_Developer,4,25,Male,High School;University,India,C; C+
303,212cg-4c0A0-74,HIT03_6,17,198.107,Tue 2015 Jul 07 09:40:52.61,5,2,0,1,0,0,NO,1,The translate() code has nothing to do with StringEscapeUtils.escapeCsv(),1,1,256ai-9C-4A-2-5-9,5,Graduate_Student,10,29,Male,University;Web;Other Professional,US,Java;C/C++
304,206Ge-3A0E-3-3-9,HIT03_6,17,173.413,Tue 2015 Jul 07 09:52:13.18,2,3,0,1,0,0,NO,1,The argument won't cause any error.,1,1,278Ie8e9e091,3,Professional_Developer,4,23,Male,University,India,Java
305,224Ag-3c-5c303,HIT03_6,17,2670.227,Tue 2015 Jul 07 10:04:11.47,5,2,0,1,0,0,NO,1,"The variable ""out"" does not attempt to access a specific index of any strings in this segment of code. Therefore; it is not related to the failure.",1,1,815aA-9g-4e44-8:182Ae3g-6i-30-5,5,Professional_Developer,5,29,Male,University;Other On the job,USA,Python; SQL; Java
306,200ic0e8e-601,HIT03_6,17,3564.018,Tue 2015 Jul 07 11:00:27.19,3,4,0,1,0,0,NO,1,The failure above seems to be in assertEquals dealing with unicode surrogate pairs. I don't see any connection between this issue and the 'out' variable in the code below.,1,1,582GG-6a-7c31-1:310Ei-2a5i-4-17,5,Other,10,53,Male,University,India,R
307,188ac-7g-3E766,HIT03_6,17,373.6,Tue 2015 Jul 07 11:04:11.17,4,2,0,1,0,0,NO,1,I don't see any connection between the assertion and the translate() method. assertEquals seems to simply be taking a few strings; with no calls to the translate() method. There is nothing in the code overloading escapeCsv either; so I don't think they're related.,1,1,21Ig2A-5e0-88:292CE-5a2c86-4:60ei9e-5I04-3,4,Professional_Developer,12,27,Male,High School;University;Web,United States,C#; Python
308,182iC9c-3I71-5,HIT03_6,17,282.815,Tue 2015 Jul 07 11:48:43.65,3,3,0,1,0,0,NO,1,The source code below is never called by this assertion.  ,1,1,19CG-8g8e502:609ie-1e-7i-69-2,5,Other,12,29,Male,University;Web;Other Professionally,USA,HTML/CSS (formerly C# and Java in previous jobs)
309,176Ga-7E-7E1-70,HIT03_6,17,2696.482,Tue 2015 Jul 07 12:36:01.45,2,4,0,0,0,1,YES,1,"I don't like the use of ""out"" as it keeps making me think of the keyword ""out"". I think ""output"" would have been a better choice. (Actually; upon looking it up I see Java does not have ""out"" but since most programmers have experience in more than 1 language I still find it confusing; but this is just nitpicking)    I also am not sure what .escapeCsv() does or how translate would be getting called from your test; nor am I particularly familiar with Java. If one of the strings needs .escapeCsv(); does the other? Does .escapeCsv() call translate? I am assuming it must.    A line number for the error would be helpful.    On line 85; translate is being passed 3 arguments when it only takes 2 parameters. I'm not sure how this is possible. Its return value is also being assigned to the int ""consumed"" yet it is a void function. Furthermore; the function seems to be recursively calling itself in a way that would not advance progression (still with incorrect arguments).    On first call of translate; for example; it would; itself; call translate with  (input; 0; out) which are invalid arguments and would just lead to translate calling itself again with the same arguments. I can see in the loop where pos WOULD increment but it recursively calls Translate first.    I am assuming I am just missing some of the ins and outs of Java; so anyway;  the only thing I can guess might be wrong with out is that translate it passing it as a third parameter to itself with no apparent override that actually takes 3 parameters.",1,1,998eE-6g-2A350:631gg-5g6c-980,4,Hobbyist,3,28,Male,Web,US,C#
310,170IA0c6C44-8,HIT03_6,17,339.969,Tue 2015 Jul 07 13:08:19.67,4,2,0,1,0,0,NO,1,Thats a writer argument and doesn't look like it has to do with the exception,1,1,512cC-2g-1G0-6-7,3,Professional_Developer,4,29,Male,Web,united States,Java
311,230EA-4E-3E0-21,HIT03_6,17,68.14,Tue 2015 Jul 07 14:53:14.49,4,4,0,1,0,0,NO,1,The java.lang.StringIndexOutOfBoundsException class extends the IndexOutOfBoundsException class; which is used to indicate that an index to either an array; a string; or a vector; is out of range.    Furthermore; the IndexOutOfBoundsException extends the RuntimeException class and thus; belongs to those exceptions that can be thrown during the operation of the Java Virtual Machine (JVM). It is an unchecked exception and thus; it does not need to be declared in a method?s or a constructor?s throws clause.  ,1,1,23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,4,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
312,224Ag-3c-5c303,HIT03_6,17,2785.604,Tue 2015 Jul 07 17:37:44.89,5,3,0,1,0,0,NO,1,variable out mainly used for writing output in the code; as per usage we will not see any issue with it.,1,1,230GE3I5a522,4,Professional_Developer,6,29,Female,University;Web,USA,JAVA
313,218iC1C0I-8-81,HIT03_6,17,412.093,Wed 2015 Jul 08 05:08:51.05,4,4,0,1,0,0,NO,1,Because; the input to the function translate is just declared. But the exception is index out of range. So problem is within the function,1,1,739Gg9c-2G37-5,3,Professional_Developer,15,37,Female,University,India,php
314,212cg-4c0A0-74,HIT03_6,17,246.256,Wed 2015 Jul 08 06:50:57.23,0,3,0,0,0,0,IDK,1,don't see any relationship with the test case and the code.,1,1,801iG-2I-2G450,4,Graduate_Student,10,36,Male,University;Web,usa,python
315,206Ge-3A0E-3-3-9,HIT03_6,17,2368.373,Wed 2015 Jul 08 10:26:17.45,4,3,0,1,0,0,NO,1,"There is no issue with ""out"" variable as it's of a Writer type and we have a StringIndexOutOfBounds exception. The problem; instead; seems to be on line 95. We iterate from 0 to ""consumed"" and add the number of characters required for that particular code point to our ""pos"" variable. In our case ""consumed"" should be 2; and so we'll have 2 iterations. Our first iteration Character.charCount(Character.codePointAt(input; pos)) will return 2 since the code point for \uD83D is greater than 10;000 and we need 2 characters to express it. So our ""pos"" variable will become 2. The next iteration we'll invoke codePointAt again with the second argument (""pos"") equal to 2; which throws the exception because ""input"" variable has only indices up to 1. The discrepancy happens because in reality input.length() returns 2 as we only seem to have 2 characters; but charCount(codePointAt(input; 0)) returns 2 for just the first code point since its value is greater than 10;000 and actually needs 2 characters to be represented.",1,1,845EI-3g-3E700,5,Undergraduate_Student,6,21,Male,High School,United States,C#; C++
316,200ic0e8e-601,HIT03_6,17,160.894,Wed 2015 Jul 08 13:35:52.93,0,5,0,0,0,0,IDK,1,I'm not sure if I have the knowledge to answer this question without knowing what the assertEquals test does - I can't see a relation between the test and the source code provided at all; so I have no idea how to trace back the possible source of the error. I don't see any problems with the usage of out in the source code; but again; I don't know how the source code and test relate so I can't be sure.,1,1,1031II1a-6a306,4,Undergraduate_Student,1,19,Female,High School;University;Web,USA,Java
317,194Cc3A7A-28-4,HIT03_6,17,966.845,Wed 2015 Jul 08 22:06:45.08,2,5,0,1,0,0,NO,1,Because this out of range error  should never  happen while writing to a String Writer and only an IO exception occurs as the writer argument has null value.,1,1,1266Gc-4I7C152,3,Professional_Developer,9,33,Female,University,india,PHP
318,188ac-7g-3E766,HIT03_6,17,154.075,Fri 2015 Jul 10 14:15:50.66,4,4,0,1,0,0,NO,1,"The variable ""out"" is used correctly in the code. ",1,1,1506IC2A8e2-20:615gC7g-8i-21-3:85aA-1G-5e8-11:89cG-4a4I-5-15,5,Undergraduate_Student,4,23,Male,University,USA,Java
319,182iC9c-3I71-5,HIT03_6,17,112.173,Fri 2015 Jul 10 16:06:05.02,0,4,0,0,0,0,IDK,1,I don't believe that the test is actually relevant to anything in the source code.,1,1,1572IG5e2A7-8-1,4,Undergraduate_Student,4,18,Male,High School;University;Web,U.S.,C++;Python
320,22Ig2g-2E000,HIT03_6,17,65.443,Fri 2015 Jul 10 20:18:55.36,5,1,0,1,0,0,NO,1,It is checked for null and handled appropriately,1,1,18ii-3A8a-2-2-3:17cC4a2e-8-2-6,3,Hobbyist,5,34,Male,University;Web,USA,C#
321,229Ai0A-8I-240,HIT03_6,29,28.148,Tue 2015 Jul 07 09:13:19.01,5,1,0,1,0,0,NO,2,This line cannot throw the exception referenced.,1,2,23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,4,Professional_Developer,6,31,Female,University;Web,INDIA,PHP;MySQL
322,223GE-9I-6a92-9,HIT03_6,29,64.129,Tue 2015 Jul 07 09:23:18.26,3,5,0,0,0,1,YES,2,The character C is an array,1,2,185ci-3a-7c2-76,3,Professional_Developer,9,33,Female,University,india,PHP
323,217Ai-7G4i-354,HIT03_6,29,289.446,Tue 2015 Jul 07 09:43:17.99,5,2,0,1,0,0,NO,2,The writer is not being passed any kind of index so there is no reason to believe it would raise a StringIndexOutOfBoundsException. It appears the only exception this line of code might raise is an IOException.,1,2,33ac-3i3I5-8-3:72ag4C-7e4-1-9,5,Hobbyist,13,39,Male,Web,United States of America,Python; Elixir
324,211aC9G-4a20-4,HIT03_6,29,79.65,Tue 2015 Jul 07 09:47:09.34,0,5,0,0,0,0,IDK,2,I am not sure about this; sorry. ,1,2,262IG-2i-1e-860,5,Undergraduate_Student,1,24,Female,University,USA,Java
325,205AE-3A6G7-13,HIT03_6,29,246.997,Tue 2015 Jul 07 10:02:33.66,5,3,0,0,0,1,YES,2,write(c) references a tochars of the input which causes an IOException. ,1,2,300eA0A3G951,3,Professional_Developer,20,41,Male,High School;University;Web,USA,PHP; Perl
326,199eg3C-2i94-7,HIT03_6,29,430.776,Tue 2015 Jul 07 10:16:15.59,4,3,0,1,0,0,NO,2,Does not seems to be because it seems to writing some characters to some output stream not really doing anything with indexes here...,1,2,1504ic8g0I130:312cI-5a9I-1-82:10eG-8i5a-618,5,Professional_Developer,8,33,Male,Web,India,C#
327,193cA-2I0e-2-52,HIT03_6,29,56.814,Tue 2015 Jul 07 10:27:40.96,0,4,0,0,0,0,IDK,2,Not sure,1,2,406cI-5A0g-91-1,3,Graduate_Student,1,33,Male,Web,Romania,Swift
328,193cA-2I0e-2-52,HIT03_6,29,120.736,Tue 2015 Jul 07 10:36:02.22,4,3,0,1,0,0,NO,2,Out is perfectly fine here.,1,2,398Ca1e4I7-8-4,5,Professional_Developer,5,26,Male,University,india,java
329,187IA-4i-9g0-3-1,HIT03_6,29,96.292,Tue 2015 Jul 07 11:09:22.53,4,3,0,1,0,0,NO,2,Function is not called there.,1,2,494gg-5i2I0-76,5,Graduate_Student,1,26,Male,Web,United States,C++
