bugID,ID,LineID,isBugCovering,type,faulty_lines,all_Lines,question,LOC for line inspection,LOC original,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
HIT08_54,106,95,no,conditional,,95;96, Is there any issue with the conditional clause between lines 95 and 97 that might be related to the failure?,2,3,NO,NO,NO,IDK,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
HIT08_54,107,98,no,variable,,98;99;107;118," Is there any issue with the definition or/and the use of variable ""len"" in the source code below that might be related to the failure?",4,4,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
HIT08_54,108,98,no,method invocation,,98," Is there any issue with the  method invocation(s) ""length""  at line  98 that might be related to the failure?",1,1,NO,NO,NO,NO,NO,IDK,NO,NO,NO,NO,IDK,NO,NO,NO,YES,NO,NO,NO,NO,NO,
HIT08_54,109,99,no,conditional,,99;100, Is there any issue with the conditional clause between lines 99 and 101 that might be related to the failure?,2,3,YES,NO,NO,NO,NO,NO,NO,NO,IDK,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,
HIT08_54,110,102,no,variable,,102;104," Is there any issue with the definition or/and the use of variable ""ch0"" in the source code below that might be related to the failure?",2,2,NO,NO,NO,NO,NO,IDK,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,
HIT08_54,111,102,no,method invocation,,102," Is there any issue with the  method invocation(s) ""charAt""  at line  102 that might be related to the failure?",1,1,NO,NO,NO,NO,IDK,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
HIT08_54,112,103,no,variable,,103;104," Is there any issue with the definition or/and the use of variable ""ch1"" in the source code below that might be related to the failure?",2,2,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,
HIT08_54,113,103,no,method invocation,,103," Is there any issue with the  method invocation(s) ""charAt""  at line  103 that might be related to the failure?",1,1,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
HIT08_54,114,104,no,conditional,,104;105, Is there any issue with the conditional clause between lines 104 and 106 that might be related to the failure?,2,3,NO,YES,NO,IDK,NO,NO,NO,NO,NO,NO,NO,NO,IDK,NO,YES,NO,NO,NO,NO,NO,
HIT08_54,115,107,yes,conditional,115,107;108;110;111;113;114;115;116;118;119;121;122;124, Is there any issue with the conditional clause between lines 107 and 126 that might be related to the failure?,13,20,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,
HIT08_54,116,108,no,method invocation,,108," Is there any issue with the  method invocation(s) ""Locale""  at line  108 that might be related to the failure?",1,1,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,IDK,
HIT08_54,117,110,no,conditional,,110;111, Is there any issue with the conditional clause between lines 110 and 112 that might be related to the failure?,2,3,NO,NO,NO,NO,NO,NO,NO,NO,IDK,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,
HIT08_54,118,110,no,method invocation,,110," Is there any issue with the  method invocation(s) ""charAt""  at line  110 that might be related to the failure?",1,1,NO,NO,NO,YES,NO,IDK,NO,NO,NO,NO,NO,NO,NO,IDK,NO,NO,NO,NO,NO,YES,
HIT08_54,119,113,yes,variable,115,113;115," Is there any issue with the definition or/and the use of variable ""ch3"" in the source code below that might be related to the failure?",2,2,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,IDK,NO,NO,NO,NO,YES,
HIT08_54,120,113,no,method invocation,,113," Is there any issue with the  method invocation(s) ""charAt""  at line  113 that might be related to the failure?",1,1,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,IDK,NO,NO,NO,NO,NO,YES,NO,NO,
HIT08_54,121,114,no,variable,,114;115," Is there any issue with the definition or/and the use of variable ""ch4"" in the source code below that might be related to the failure?",2,2,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,
HIT08_54,122,114,no,method invocation,,114," Is there any issue with the  method invocation(s) ""charAt""  at line  114 that might be related to the failure?",1,1,NO,NO,NO,IDK,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,
HIT08_54,123,115,yes,conditional,115,115;116, Is there any issue with the conditional clause between lines 115 and 117 that might be related to the failure?,2,3,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,YES,YES,
HIT08_54,124,118,no,conditional,,118;119;121;122;124, Is there any issue with the conditional clause between lines 118 and 125 that might be related to the failure?,5,8,YES,YES,YES,NO,YES,YES,YES,YES,IDK,YES,NO,NO,NO,IDK,IDK,YES,YES,NO,NO,YES,
HIT08_54,125,124,no,method invocation,,124," Is there any issue with the  method invocation(s) ""Locale, substring, substring""  at line  119 that might be related to the failure?",1,1,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,
HIT08_54,126,121,no,conditional,,121;122, Is there any issue with the conditional clause between lines 121 and 123 that might be related to the failure?,2,3,NO,YES,NO,YES,NO,IDK,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,
HIT08_54,127,121,no,method invocation,,121," Is there any issue with the  method invocation(s) ""charAt""  at line  121 that might be related to the failure?",1,1,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,
HIT08_54,128,124,no,method invocation,,124," Is there any issue with the  method invocation(s) ""Locale, substring, substring, substring""  at line  124 that might be related to the failure?",1,1,NO,YES,YES,IDK,YES,YES,NO,NO,NO,NO,IDK,NO,YES,NO,YES,NO,YES,NO,NO,NO,
